(' hours on the phone yesterday really still doesn t pick up status on us air flight ', 'negative'),
(' i can t i don t have acces to a phone rn my iphone broke would rather change it now then late flightr ', 'neutral'),
(' well duh my grandfather just got hired as a tsa agent and currently at pwm ', 'neutral'),
(' wants customs at long beach airport for future international flights by @ericbradleypt cc @briansumers', 'neutral'),
(' i was able to access it by using the drop down instead of clicking on the tab ', 'neutral'),
(' can you priv chat to help chairman reroute', 'neutral'),
(' stahhppp our fleet s on fleek', 'neutral'),
(' our fleet s on fleek why ', 'neutral'),
(' delete this tweet ', 'neutral'),
(' can you help me out ', 'neutral'),
(' excited for my first flight wyou today it s delayed thoughcan you give me the flight number from boston to dc', 'neutral'),
(' is it june yet ', 'neutral'),
(' and the from ddddwsj team to offer in access to journal broadway world', 'neutral'),
(' just sent it', 'neutral'),
(' should i check in my awesome bag on my flight or carry it on decisions ', 'neutral'),
(' but questionif the downgrade include losing first class do you get money back', 'neutral'),
(' fabulous thank you so much looking forward to taking to the skies with you', 'positive'),
(' flights in hrsi ve had the same flight attendant for of those flights freaky coincidence plus side she s great', 'positive'),
(' thank you so much its been a very stressful day', 'positive'),
(' thank you ', 'positive'),
(' @love_dragonss oh my gosh', 'positive'),
(' @love_dragonss lauren im screaming', 'positive'),
(' awesome sending now ', 'positive'),
(' pleasantly surprised to be boarding my flight on time this morning at good job ', 'positive'),
(' after missing my flight and reflight booking problemsxi just walked onto another flight and my phone was still on the seat ', 'positive'),
(' thanks travis at phl a east checkin for knowing baggage policies skisboots count as teach your mgr who didn t know', 'positive'),
(' oh my gosh seriously you just made my dayweekyear no one will appreciate this more than me ', 'positive'),
(' shout out to the pilots and fc attendant eliz of us super strong crosswinds during landing eliz did a super job throughout', 'positive'),
(' ice cream up front solid', 'positive'),
(' you guys operate a world class company and for that i thank you', 'positive'),
(' thank you for your time ', 'positive'),
(' right on up upaway ', 'positive'),
(' thank you thank you thank you', 'positive'),
(' loved the service from the staff at newark today good service goes along way i appreciate your preciation nj tampa ', 'positive'),
(' finally rectified my flight situation thanks again', 'positive'),
(' @love_dragonss oh my god lauren oh my god oh my god', 'positive'),
(' @love_dragonss holy fuckinf shit', 'positive'),
(' @love_dragonss lauren omg best airline ever', 'positive'),
(' you re the best', 'positive'),
(' @love_dragonss lauren omg im dead im so so happy for you yes yes', 'positive'),
(' on time today and from phl nice work #thereisafirstforeverything', 'positive'),
(' hey sourhwest can you send me to atlanta to seei will fly southwest forever u guys are the best airline ', 'positive'),
(' hey southwest i wanna go to seeyou guys are a lot better then jet blue ', 'positive'),
(' you guys rock ', 'positive'),
(' #aateam thanks for working in very rigorous weather conditions for all', 'positive'),
(' thank you so much completely made things right ', 'positive'),
(' thanksi ll look forward to the response ', 'positive'),
(' saved the day ddddexpedia lost a costumer #makingthingseasy #feelbetter', 'positive'),
(' new apple crâpeamazing live from ua really nice crew too #americanair has biscuitsua needs them', 'positive'),
(' thank you', 'positive'),
(' thank youtruly appreciate the helpjust sent a', 'positive'),
(' thank you for the new club at o hare very comfortable you made the difficult weather days proficient and enjoyable ', 'positive'),
(' i appreciate the follow up ', 'positive'),
(' @jsumiyasu i am thankful to the united ground staff who put me in the last seat on the last flight out home late flight is still home ', 'positive'),
(' no worries about the tweets we all should do what we can to make sure weas in your tag linefly the friendly skies ', 'positive'),
(' @flyana_official pleasantly surprised to find ana has made major upgrades on their transpacific route in flightsplanes and service ', 'positive'),
(' thank you so much ', 'positive'),
(' yes terra blue chips were my favorite', 'positive'),
(' id my confirmation code thanks again for your help mommydaddyand kids appreciate it ', 'positive'),
(' coolddddhgeronemus we arethere and anticipate completing installation on all our a s this year ', 'positive'),
(' brandi zabsonre in denver deserves a raise for bringing delight into a terrible travel situation big ups ', 'positive'),
(' love them always get the best deals ', 'positive'),
(' love you guys sooooooo much ridiculously appreciated a service ', 'positive'),
(' thanks for the info figured that was the case hopefully my new hashtag will change that#abcletjetbluestreamfeed', 'positive'),
(' thanks ', 'positive'),
(' i agree@ news one airline is the fly away favorite at dia # newsbusiness', 'positive'),
(' yesit says it should be deliver within hours after pick up line ', 'positive'),
(' @heavenlychci d at least enjoy a free cocktail or two ', 'positive'),
(' tv stream means i get to spend my flight watching and women s world cup finals #throwback #bestflightever', 'positive'),
(' round trip tickets just arrived for our auction at the post masters invitational thanks southwest ', 'positive'),
(' thanks so much ', 'positive'),
(' thank you for your awesome flights sweetheart got screwed on @flyfrontiermanaged to scramble and get a sw plane today ', 'positive'),
(' thanks ', 'positive'),
(' i used to always fly southwest ', 'positive'),
(' thank you so much for your effort', 'positive'),
(' weather bc of system outage hopefully everything goes smoothly now thank you for follow up', 'positive'),
(' thanks for letting us know hoping for no more delays ', 'positive'),
(' delaney and shawn at dfw showed exceptional customer service today will happily choose aa whenever possible now thank you ', 'positive'),
(' i managed to get sorted out over the phone good luck dealing with the snow in texas ', 'positive'),
(' never mindi moved my flight to tomorrow thanks for the help ', 'positive'),
(' thanks southwest for saving our trip my sweetheart isn t going to miss seeing #altonbrownlive thanks to y all #sohappy', 'positive'),
(' thanks i finally got through this afternoon', 'positive'),
(' thx make it right help meagan fouty brancato fl# dfw gate preboard w kids bgroup a please please ', 'positive'),
(' you are officially my favoritethank you for the wonderful service at jfk ', 'positive'),
(' airways corporation nasdaqjblu reaches on new high range streetwise report', 'positive'),
(' thanks ', 'positive'),
(' wellyou guys are totally kicking a million pounds of ass bar nonethe best sm team in the airline industry in my opinion ', 'positive'),
(' yes i did thank you they did a great job turning the flight in jan ', 'positive'),
(' holy high speed internet batman speeds at united club at iad are insanely fast thanks', 'positive'),
(' thank you for the speedy response i figured it may be something of that nature you guys and your fine printhaha ', 'positive'),
(' okay thanks hope to be flying with you guys soon ', 'positive'),
(' thank you i wish the lady in little rock had told me that in the morning when i asked her', 'positive'),
(' he loved the #natural #beefjerky snacks', 'positive'),
(' thanks for your reply it was flight ', 'positive'),
(' who is he i must send a note too good for words ', 'positive'),
(' loving capt joe on our flight from bos to sfo # this should be fun ', 'positive'),
(' it was fabulous very pleased ', 'positive'),
(' thanks', 'positive'),
(' you might be dealing with frustrated passenegers hope you all have a great daythank you very much for an amazing airline', 'positive'),
(' jt thanks for your help ill complete the form once we are back home', 'positive'),
(' thank you', 'positive'),
(' u the real mvp', 'positive'),
(' no worries time flew in the terminal and now we re taking off thanks again ', 'positive'),
(' thanks for the timely servicegreat staff getting my wife and me to and from cancun this past week for our honeymoon ', 'positive'),
(' done just nowthanks ', 'positive'),
(' thank you i will be there to pick her up on time ', 'positive'),
(' connection made thanks again this week #daddyshome', 'positive'),
(' thankful for great service in newark seats fixed and i was seated with my daughter fab landing in fort myers ', 'positive'),
(' wifi onboard far superior in pricing and performance user perceived bandwidth and late flightncy to recent @gogo experiences ', 'positive'),
(' thank you for the assistance', 'positive'),
(' stay warm i will be passing through chicago next week', 'positive'),
(' doing a good thingholding flight for a few for peeps on late flight connecting flight we ll still make destination on time ', 'positive'),
(' on a good notethe employees i encountered @ newark were fabulous i was very late flight for my connecting flight and they got me on ', 'positive'),
(' thanks ', 'positive'),
(' thanksplease also mention the quiche breakfast and tandoori chicken dinner entrees and accompaniments are truly first class ', 'positive'),
(' ddddferrissalameh love jetblue s speedy twitter customer service ', 'positive'),
(' chicago seen from seataaa so far a great ride on to pdx ', 'positive'),
(' looks like i m settled in to where i m going thx ', 'positive'),
(' is expiring the offer to buy or transfe miles with discount many offers during a year', 'positive'),
(' took this picture on thursday #awesome', 'positive'),
